parent_comment_id,comment_id,comment_time,comment_user_name,comment_user_link,comment_content,comment_like_num,child_comment_num
,4235491462893596,Thu May 03 07:21:59 +0800 2018,墨子殇6365072005,https://weibo.com//u/6365072005,五月将获得新生，姑凉！,0,1
4235491462893596.0,4235562019672729,Thu May 03 12:02:21 +0800 2018,Collapsing-Lu,https://weibo.com//u/5375118681,新生在哪儿，感觉好难过,0,0
,4233464598800573,Fri Apr 27 17:07:57 +0800 2018,蔚唯蓝,https://weibo.com//u/3224123887,坚强的妹子,0,1
4233464598800573.0,4235562045066946,Thu May 03 12:02:27 +0800 2018,Collapsing-Lu,https://weibo.com//u/5375118681,哈哈是嘛,0,0
,4227656914813152,Wed Apr 11 16:30:17 +0800 2018,目里L,https://weibo.com//u/3977822909,您这个是在哪做的啊,0,3
4227656914813152.0,4227660676121098,Wed Apr 11 16:45:14 +0800 2018,Collapsing-Lu,https://weibo.com//u/5375118681,我是在北京天坛口腔医院做的根管治疗，在北京中诺口腔做的牙齿矫正,0,0
4227656914813152.0,4227663834609076,Wed Apr 11 16:57:47 +0800 2018,目里L,https://weibo.com//u/3977822909,回复<a href=/n/Despacito_Lu>@Despacito_Lu</a>:哦哦，我也准备要做牙齿矫正，惆怅，你做的牙齿矫正感觉怎么样啊,0,0
,4219710058414443,Tue Mar 20 18:12:19 +0800 2018,英格丽是wu,https://weibo.com//u/1956392762,"拔完牙立刻种 血流了五四个小时 医生让吃冰棍 连吃两块 真的不流血了<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",0,1
4219710058414443.0,4219753633711089,Tue Mar 20 21:05:28 +0800 2018,Collapsing-Lu,https://weibo.com//u/5375118681,吃了两根雪糕，透心凉，还是止不住,0,0
,4219359221581201,Mon Mar 19 18:58:13 +0800 2018,Echooo0106,https://weibo.com//u/3934075191,"相同的经历 过去了就好了<img alt=""[抱抱]"" title=""[抱抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/42/2018new_baobao_org.png"" /><img alt=""[抱抱]"" title=""[抱抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/42/2018new_baobao_org.png"" />",0,3
4219359221581201.0,4219694099709651,Tue Mar 20 17:08:54 +0800 2018,Collapsing-Lu,https://weibo.com//u/5375118681,嘤嘤嘤星期四就要复诊啦，好饿饿,0,0
4219359221581201.0,4219401878321140,Mon Mar 19 21:47:43 +0800 2018,Collapsing-Lu,https://weibo.com//u/5375118681,阿英，我好害怕,0,0
4219359221581201.0,4219408253606935,Mon Mar 19 22:13:03 +0800 2018,Echooo0106,https://weibo.com//u/3934075191,回复<a href=/n/Despacito_Lu>@Despacito_Lu</a>:没事的 这是正常的 过段时间就好了,0,0
,4219320810687848,Mon Mar 19 16:25:35 +0800 2018,近身狗阿,https://weibo.com//u/5375210837,我也害怕我的牙 我每次智齿,0,1
4219320810687848.0,4219333360162977,Mon Mar 19 17:15:27 +0800 2018,Collapsing-Lu,https://weibo.com//u/5375118681,智齿拔掉就可以了，智齿留着没用，我这坏的是吃东西的牙，好难过,0,0
,4219177348579087,Mon Mar 19 06:55:31 +0800 2018,一个小蜜桃喂,https://weibo.com//u/2640157121,"心疼的抱住你<img alt=""[抱抱]"" title=""[抱抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/42/2018new_baobao_org.png"" />我也礼拜四做第二次治疗",0,1
4219177348579087.0,4219211607408599,Mon Mar 19 09:11:39 +0800 2018,Collapsing-Lu,https://weibo.com//u/5375118681,"加油<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" /><img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",0,0
,4219073891407416,Mon Mar 19 00:04:26 +0800 2018,蜜桃乌龙奶盖冰,https://weibo.com//u/3885286891,"心疼的抱抱<img alt=""[抱抱]"" title=""[抱抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/42/2018new_baobao_org.png"" /><img alt=""[抱抱]"" title=""[抱抱]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/42/2018new_baobao_org.png"" />",0,1
4219073891407416.0,4219074541678823,Mon Mar 19 00:07:00 +0800 2018,Collapsing-Lu,https://weibo.com//u/5375118681,"<img alt=""[月亮]"" title=""[月亮]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d5/2018new_yueliang_org.png"" /><img alt=""[月亮]"" title=""[月亮]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/d5/2018new_yueliang_org.png"" />",0,0
,4219069672942534,Sun Mar 18 23:47:39 +0800 2018,Enya_呀,https://weibo.com//u/2698440724,这么可怕！！我的牙！！！怎么办啊啊啊啊啊啊啊啊啊啊啊,0,4
4219069672942534.0,4219070570694405,Sun Mar 18 23:51:12 +0800 2018,Collapsing-Lu,https://weibo.com//u/5375118681,你的牙挺好的啊,0,0
4219069672942534.0,4219445633012123,Tue Mar 20 00:41:35 +0800 2018,Enya_呀,https://weibo.com//u/2698440724,回复<a href=/n/Despacito_Lu>@Despacito_Lu</a>:好！！,0,0
4219069672942534.0,4219333037763252,Mon Mar 19 17:14:10 +0800 2018,Collapsing-Lu,https://weibo.com//u/5375118681,回复<a href=/n/YX馨_Waiting>@YX馨_Waiting</a>:今早看，我要是早点看，也不至于给牙做了根管治疗，前车之鉴啊,0,0
4219069672942534.0,4219310844925318,Mon Mar 19 15:45:59 +0800 2018,Enya_呀,https://weibo.com//u/2698440724,回复<a href=/n/Despacito_Lu>@Despacito_Lu</a>:没有！我的上下最里面那颗牙都烂了，完全烂了的那种，是不是越早弄越好啊？全部已经空完了,0,0
