parent_comment_id,comment_id,comment_time,comment_user_name,comment_user_link,comment_content,comment_like_num,child_comment_num
,4751783631785161,Mon Mar 28 00:02:44 +0800 2022,一朵黄玫瑰的记忆d,https://weibo.com//u/6165072061,每天都不得不感叹一遍，伯爵哥哥太全能了[米奇大哭]PS.齿间刷是真的好用,0,0
,4753495644705327,Fri Apr 01 17:25:40 +0800 2022,牵风少年,https://weibo.com//u/5152035198,"收藏了。<img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" />",1,0
,4752100942417474,Mon Mar 28 21:03:37 +0800 2022,AnotherKiki_,https://weibo.com//u/2089180425,<a href=/n/一天光晒>@一天光晒</a>,0,0
,4751927268609259,Mon Mar 28 09:33:30 +0800 2022,牵风少年,https://weibo.com//u/5152035198,"已经开始看牙医的我流下了懊悔的泪水<img alt=""[苦涩]"" title=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" />",1,0
,4751819425186730,Mon Mar 28 02:24:58 +0800 2022,乌拉拉琪,https://weibo.com//u/2420709582,我是一年洗一次牙的。日常刷牙什么的保持的不错的话，牙结石不会很多的，但是更重要的是，一年一次相当于顺便给牙齿做个体检，如果有烂牙的话就及时补上，像上排牙你很难及时发现烂牙,4,0
,4760029704750973,Tue Apr 19 18:09:41 +0800 2022,水泓颖,https://weibo.com//u/3477758410,哈哈哈哈我有一亲戚 三开爱好者 一把年纪被老婆忽悠去安了种植牙现在全掉了、看到门牙缺了一排，笑死我了。,0,0
,4752730104791451,Wed Mar 30 14:43:40 +0800 2022,混沌重开,https://weibo.com//u/2639231660,当年龄超过25岁之后，牙周膜的恢复再生能力拉胯了-----25岁后还能正畸吗？,0,0
,4752727659253861,Wed Mar 30 14:33:58 +0800 2022,半夏甜地丁,https://weibo.com//u/1732253525,我戴牙套时，有几颗牙出现牙龈萎缩，取了牙套后，好好刷牙，吃一餐，刷一次，一周不到牙龈就好了。我的博士牙医说：人变老以后，最大的风险就是牙龈萎缩，所以要好好刷牙，多用牙线。漱口水要有发炎时才用，不发炎少用。,3,4
4752727659253861.0,4753510761764666,Fri Apr 01 18:25:44 +0800 2022,半夏甜地丁,https://weibo.com//u/1732253525,医生说我本来就属于牙龈比较厚的体质，恢复起来容易一点。其他人能不能恢复，她没说。,0,0
4752727659253861.0,4779974491900376,Mon Jun 13 19:03:08 +0800 2022,哆哆嘻嘻316613,https://weibo.com//u/1864995564,"你真幸运宝贝，我也是牙套精调阶段，突然出现了萎缩，速度很快，上下前牙全是洞，每天都超级焦虑，随时担心黑三角更大，真的接受不了，想终止正畸了<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",1,0
